nama orang,geb/overl.,organ.,werkgebied en -soort,werkperiode,bijzonderheden,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,id
"Haan, Fannie M. de, ond. (N)",,NZV,dir. Meisjesschool op Salemba,1906-1912,"d.v. A. de Haan, geb.18-11-1882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510
"Haandrikman, G., diakones (N)",1898-1986,UZV,"Tobelo (Halmahera), verpl.",1925-1926,Dake 113. ~ R. van Alphen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511
"Haas, C. de, verpleger (N)",,UZV,Kwawi (Papua),1910-1914,"Dake 21-28, 50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512
"Haas, ds. Willem Samuel de (N)",1883-1973,ZGKN-MJ,"Purworejo, miss. pred.",1915-1918,legt ambt neer > ambtenaar,~ 1909 P.W. von Meyenfeldt † 1975,,,hoofd Gevangeniswezen NOI,1933-1941,"Rds MJ 863; GZbl 1915, 184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513
"Haffner, Hugo, zdl. (D)",1903-1982,BM,Zuid-Kalimantan,1931-1939,,~ 1933 Erika Wieland *1909,,,Zuid-Kalimantan,1952-1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514
"Hager, Fr. Chr. Wilhelm, zdl (D)",1840-1900,RMG,Zuid-Kalimantan,1867-1879,,~ 1871/72 met ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515
"Haibach, Wilhelm, zdl (D)",1880-1953,RMG,Noord-Sumatra,1908-1935,,~ 1910 Luise Müller † 1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516
"Hall, Rev. C.J. (VS)",,EpMeth,Sumatra,±1924-1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517
"Hamacher, Alwine, verpleegster (D)",1889-1954,RMG,"NSumatra, Missionsschwester",1920-1940,"Mei 1940 geïnterneerd, 1942-46 verpl. Paulun-zh, Sjanghai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518
"Hamel, Rev. J. Carel (N)",1897-1979,EpMeth,"Java, Sumatra",1922-1933,> pred. Indische Kerk,~ K. Ossentjuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519
"Hamer, Gerard Pieter, ond. (N)",1882-1966?,ZGKN-MJ,"Gombong (MJava), ond. Chr. HJS",1914-1924,de Jong MJ 776,~ (1) 1909 Hielkje van der Veen (1883-1915),,,"Gombong (MJava), hfd. Chr. HIS",1924-1932,1932 pensioen en > NL,"~ (2) 1918 Wijtske de Boer, ond. te Gombong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520
"Hampp, Herrmann, zdl (D)",1882-,RMG,"Buntok, Zuid-Kalimantan",1911-1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521
ongehuwd gebleven?,,,"Sambiud (P. Peleng, MCelebes)",1925-1940?,"P. Peleng, onverbonden (?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522
"Hangelbroek, Hendr. Marg. Reb. (N)",1903-,ZGKN-MJ,"Wonosobo, hoofdverpl. Zzh",1933-1940,"1940 verlof, in NL gebleven",,,,,,"GZbl 1933, 220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523
"Hansen, Mina (Skand.)",,Pent.,"Gambang Waluh, coll. v M.A. Alt",1922-1939,Zie Laan 277,~ sek. 1925 D.A. Abell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524
"Hanstein, Ludwig, zdl (D)",1853-1929,RMG,Noord-Sumatra ,1880-1908,,~ 1884 Marie Steinfartz † 1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525
"Hardeland, August, zdl (D)",1814-1891,RMG,Banjarmasin,1841-1845,"Swellengrebel I, 97-111",~ 1840 Sarah Hulk,,NBG,Pulau Petak (Zuid-Kalimantan),1850-1856/9,~ 11-11-1840 te Batavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526
"Harder, Albert Gottfried, zdl (D)",1870-1945,RMG,Noord-Sumatra,1898-1908,,~ Martha Haupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527
"Harder, Alfriede (D)",1896-1971,RMG,"NSumatra, Missionsschwester",1925-1940,1940 Ned. internering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528
"Harmsen, Leendert Karel, zdl (N)",1844-1919,JC,Batavia ,1868-1872,tevens leider evangelisten-opl.,~ 1868 Kath. Alida ten Boom (1842-1923),,,repatrieert 1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529
"Hartgerink, Jan Willem, arts (N)",1887-1948,NZG,"Mojowarno (OJava), arts Zzh",1915-1917,,~ 1915 Maria Koomans (1891-1988),,NM/SZ,"Blora, arts in Zzh",1918-±1923,> kinderarts te Groningen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530
"Hartgerink, zr Elisabeth Louise Thérèse (N)",1891-,SZ,"Bojonegoro, verpleegster",1913-±1916,"zr v, J.W. Hgr. ~1917 te Se­gu­nung met S. de Meyier † 1939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531
"Harthoorn, S.E., zdl (N)",1831-1883,NZG,Mojowarno (OJava),1854-1855,"Kruijf 682, Boone 120-183",~ 1854 Celia Joh. Blankhart,,,Malang,1855-1863,DZOK 1997/2 p. 27-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532
"Hartig, F. (D)",1804-1854,NZG,"Kupang NTT, zdl.",1833,"Coolsma 579, 826vv, 834",~ [n.a.],,,"Padang (Sum), tijd. wnd pred.",1834-1836,Kruijf 337,,,,Rote (NTT),1838-1843,,,,,Kupang NTT,1843-1847,,,,,Kema (Minahasa),1848-1854,,,,,,,,,,,,,,533
"Hartfeld, zr. S. (D)",,DZV,"Kelet (MJava), verpleegster",1937-1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534
"Hartweg, Friedrich Wilhelm, zdl (D)",1891-1935,UZV,"Korido (Supiori, Papua)",1924-1932,daarvóór in Ghana (BM),~ Maria Marg. Paulina Ehrmann (1890-1980),,,,,IM NZblad 1936-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535
"Hartwig, Friedrich, zdl (D)",1880-1930,RMG,Noord-Sumatra,1910-1927,,~ Helene Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536
"Haspers, Geziena (N)",1906-1979,ZGKN-MJ,"Purworejo, Zzh, ass.-apotheker",1930-1935,"~ 1937. Rds MJ 863; GZbl 1930, 56, 80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537
"Hasselmeyer, zr. E. (N)",,NZV,Cideres (WJava) verpleegster,1930-1934,,,,,"Sukabumi, wijkverpleegster",1934-1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538
"Hasselt, F.J.F. van, zdl (N)",1870-1939,UZV,Mansinam (Papua),1894-1900,"BLGNP V, 230v",~ 1894 Wilh. Coops † 1934,,,Doreh (Papua) + Manokwari,1900-1904,verlof 1904-06 en 1924-26,,,,Mansinam (Papua),1907-1926,1918-19 ziekteverlof Java,,,NBG,Mansinam (Papua),1926-1932,in dienst van het NBG,,,,,,,,,,,,,,,,,,,539
"Hasselt, J.L. van, zdl (N)",1839-1930,UZV,Doreh (Papua),1863-1865/8,1865-66 Ternate,~ (1) 1862 Sylvie Hulstaert † 1867,,,Ternate,1868-1871,IM NZblad 1930-6; Zblad -2,~ (2) 1869 Wilh. Mundt wed. Mosche † 1908,,,Mansinam (Papua),1871-1908,NHK 1964-4; LAW XLV,,,,(verlof NL 1875-1878),,"IM (2): BLGNP V, 231v",,,,,,,,,,,,,,,,,,,540
"Hasselt, W.H.Th. van, zdl (N)",1872/3-1930,JC,Padang Sidempuan (Angkola),1898-1899,z.v. J.L. van Hasselt,~ Maria Amalia Ida Grosser † 1964,,,Simatorkis (Angkola),1899-1929 (?),"verlof 1909-11, 1915-17?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541
"Hawthorne, Kath. Rader, zdl (VS)",1891-1980,WWCC,"Sumatra, Suku Dalam (Kubu)",1934-1942,wed. v Wlm Brierly Hawthorne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542
Hazewindus. zr. H. (N),1902-1986,NZV,"Purwakarta, Bandung, verpl.",1929-1942,verlof ±1935,,,,"Bandung, Immanuel-zh, verpl.",1947-1960,1942-45 in Japanse internering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543
"Hebbenaar, zr. Elberta C.L. (N)",1909-1942,NZG,"Sibolangit (Sum.), verpl. Zzh",1938-1942,† 31-8-42 tijdens internering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544
"Hebeler, Heinrich, zdl (D)",1905-1982,RMG,Sibolga (NSumatra),1934-1940,1940 Ned. internering,~ 1936 Joh. Wilh. Schutz † 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545
"Hecker, Philipp. zdl (D)",1892-1984,BM,Zuid-Kalimantan,1931-1938,,~ 1933 Ruth Johanna Steinmann (1905-1935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546
"Heemskerk, mw. M., ond.",,ZGKN-MJ,"Ygy, dir. hhs voor d.v. priyayi",1930-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547
"Heen, zr. A. (N)",,NZV,"Bandung, verpleegster Zzh",1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548
"Heerig, Chr., zdl (D)",1867-1918,RMG,Noord-Sumatra,1896-1912,Cma 312-314,~ 1902 Lydia Gechter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549
"Heeringa, Gosse, ond. (N)",1906-1985,STC,"Siau (NCel), hoofd Zendings-HIS",1929-1931,"Brilman 202, 209, 244",~ 1929 Antje Sterk † 1985,,,"Kaluwatu (Sangihe), opl.school",1931-1933,,,,,"Minahasa, schoolbeheerder",1933-1938,,,,,"Tahuna (Sangir), hoofd Z-HIS",1938-1939,> Chr. HIS Mojowarno,,,,,,,,,,,,,,,,,,,550
"Heertjes, N., ond. (N)",1880-1953,CmDepok,docent > dir. Seminarie Depok,1913-1927,verlof 1922-23.,~ 1905 Hendrika Gijsberta Jurriaans (1880-1963),,,,,na 1927: ambtenaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551
"Heidema, zr. A.J. (N)",1903-1997,ZGKN-MJ,"Yogya, hoofdverpleegster Zzh",1929-1938 ,"Rds MJ 863, de Jong MJ 777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552
"Foto GZbl 1936, 111",,,werk onder vrouwen in Zzh,1938-1942/3,"Woerdt 157; GZbl 1929, 7",,,,"Semarang, verpleegster",1946-1955,> NL 1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553
"Heider, Heinrich (D)",1848-> 1892,NM/SZ,"Ceme (MJava ten N), zdl.",1885-1892," ""wg zedenkwestie"". Cma ",~ Katharina Printz † > 1892,,,,,"190/4, 205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554
"Heienbrock, Wilhelm, zdl (D)",1855-1949,RMG,Noord-Sumatra,1883-1887,repatrieert wg ziekte,~1885 Anna Wüster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555
"Heijmering, G., zdl (N)",1792-1867,NZG,"Serai (Leti, ZW-Molukken)",1828-1829,"De Jong, Heijmering",~ (1) 1834 J.A.M. le Bruijn † 1846,,,"Serwaru (Leti, Molukken)",1829-1832,beiden dochter v. R. le Bruijn,~ (2) 1848 L.E. le Bruijn † 1857,,,"Kupang, 1847 pred. GPI",1832-1859,,,,,,,,,,,,,,,,,,,,,,,,,,556
"Hein, Piet, ond. (N)",1895-,NZG,"Kotamobagu (BM), leraar Z-HIS",1920-1926,werd ontslagen,~ 1920 Geessien Vos (*1897),,STC,"Tahuna/Kaluwatu (Sangir), wnd dir. guru-opleiding",1926-1928,> † in de Japanse tijd?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557
"Heine, Carl W., zdl (D)",1833-1897,RMG,Noord-Sumatra,1861-1873,> Zuid-Rusland,~ 1866 Therese Barner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558
"Heine, Ludwig (D)",1855-1884,RMG,Zuid-Kalimantan,1881-1884,"ziek, † op de terugreis n. Dld",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559
ongehuwd gebleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560
"Heintze, K.E.E., zdl (D)",1897-1981,NM/SZ,"Bojonegoro, zdl.",1925-1934,"> hp te Keulen (Dld), ","~ 1927 A.M. Barth † 1991, d.v. zdl Wilhelm Barth",,,,,1938 secr. SZ in NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561
"Hekstra, Doeke, ond. (N)",1901-1972,STC,"Siau (NCel), hoofd Z-HIS",1931-1932,> Oost-Java. 1941 gemilita­ris.,~ 1928 Margina Albertine Koolstra † Btv 1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562
"Hekstra-Koolstra, M.A. (N)",1903-1945,STC,"Siau (NCel), ond. Z-HIS",1931-1932,~ D.Hekstra. † Btv Sept. 1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563
"Held, dr. Gerrit Jan (N)",1906-1955,NBG,"Papua, taalgel., uitgez. dr NBG",1935-1941,Swellengrebel II 116-130,~ 1932 Bouwina H.G. Haan † 2004 (hertrouwt met A.A. Cense),,,"> ambtenaar, Japanse intern.",1941-1945,† te Batavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564
"Hellendoorn, G.J., zdl (N)",1792/3-1839,NZG,"Padang, tijd. wnd pred. ",1819-1823,Kruijf 298v,~ [naam n.a.],,,Ambon,1824-1827,,,,,Manado (Min),1827-1839,,,,,,,,,,,,,,,,,,,,,,,,,,565
"Heller, Arn. H.O., zdl. (D)",1864-1936,NM/SZ,"Kendal, > verlof > Purwodadi",1881-1929,1929 em. > Apeldoorn,~ (1) 1891 Lydia Schneider (1867-1910),,,"ttv WO I verlof, † te Apel­doorn",,Cma 190/203; Oenema 26v,~ (2) 1917 te Utrecht A.C. Wes­selius (1873-1953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566
"Hellweg, Friedrich Wilh., zdl (D)",1855-1886,RMG,Zuid-Kalimantan,1885-1886,† enkele mnd na aankomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567
ongehuwd gebleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568
"Helsdingen, mw. J.M. van (N)",1887-1962,NZV,"Bandung, arts Imma­nuel-zh",1914-1916,"geb. Ambon; ~ 1916 W.F. Ger­me­raad, bankemployé (1890-1979)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569
"Henkel, Anna (D)",1888-1976,RMG,"NSumatra, Missionsschwester",1922-1928,repatrieert wg ziekte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570
"Hendrich, Carl Christian, zdl (D)",1837-1894,RMG,Zuid-Kalimantan,1868-1894,,~ ±1872 Laura Böckmann † 1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571
"Hendrich (Jr.), Carl Chr., zdl (D)",1878-1964,RMG,Zuid-Kalimantan,1905-1925,> 1930-1953 pred. Duitse gem. ,~ 29-1-1907 Louise Draht,,,,,in Z-Afrika. Z.v. CC Hendrich Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572
"Hendriks, Hein, zdl (N)",1854-1917,UZV,Buru (Molukken),1885-1895,verlof 1895-1898,~ 1885 Louisa de Fouchier (1857-1928),,,Sumberpakem (OJava),1898-1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573
"Henke, Dorothea (D)",1875-1945,RMG,"NSumatra, Missionsschwester",1905-1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574
"Henking, H., zdl (Zwits.)",1884-1962,BM,"Zuid-Kalimantan, Voorzitter ",1921-1929,> Ghana,~ Maria Baumann (1890-1961),,,BM-Zending aldaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575
"Hennemann, Johann Ph., zdl (D)",1835-1913,RMG,Zuid-Kalimantan,1867-1878,,~ ± 1872 Sophie Nussmann †1900,,CmDepok,"Depok, Director Seminarie",1878-±1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
"Hensgen, Paul, zdl (D)",1879-1918,RMG,Zuid-Kalimantan,1907-1918,,~ 1909 Martha Korbeck † 1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577
"Hering, F.W. zdl (D)",1899-1942,NZG,Kabanjahe (Deli),1925-1927,IM NZblad 1942-4. Mei 1940 in-,~ H. Frickenschmidt † 1967,,,MCelebes (verlof 1932-33),1927-1940,ternering; † met de Van Imhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578
"Herling, Wilhelm. zdl (D)",1874-1912,RMG,Noord-Sumatra,1902-1912,,~ (1) 1904 Maria Charlotte Korbeck † 23-10-1906,,,,,,~ (2) 1907 [Karolina?] Aug. Zeitter † 1940,,,,,Zeitter: zie ook H. Braken­siek,,,,,,,,,,,,,,,,,,,,,,,,,579
"Hermann, Carl Richard, zdl (D)",1869-1905,RMG,Noord-Sumatra,1896-1901,,~ El. Mühlnickel † 1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580
"Hermann, Friederike L. (D)",1879-1916,EMG,"NSumatra, Missionsschwester",1903-1905,"~ Georg Zinck, koopman Zen­ding (employé NV Hen­ne­mann & Co te Sibolga)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581
"Herrmann, C.T., zdl (D)",1808-1851,NZG,"Amurang (Min), zdl.",1836-1851,Kruijf 319-324,~ (1) M.B. Cammerar † 1839,,,,,"(2) = ""stiefzr v Mevr. Schwarz"".",~ (2) Clasina Constans,,,,,hertrouwt 1866 met J.P. Tokaya,,,,,,,,,,,,,,,,,,,,,,,,,582
"Hes, Joh. Cornelia, ond. (N)",1884-1951,SZ,"Blora, Z-HIS",1913-1938,1938 > Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583
"Heuschmann, zr. Marie (D)",1898-1964+,RMG,"NSumatra, Missionsschwester",1931-1938,,,,,"Mentawai, Missionsschwester",1956-1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584
"Heusdens, H.C., zdl (N)",1904-1942,GZB,zdl ressort Palopo e.a.,1930-1941,vermoord. Donorodjo 9-3-42 na,~ 1930 M.J. Bastiaans † ± 1990,,ZNB,"Lepra-Zh Donorodjo, MJava",1941-1942,weigering de Islam aan tenemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585
"Heuvel, M van den (N)",,ZGKN-MJ,"Purworejo, ass.-apotheker Zzh",±1939-1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586
"Heyer, Philipp Jakob, zdl (D)",1807-,RMG,"Batavia (bij Medhurst, 4 mnd)",1834-1835,"1836 naar Dld, > naar VS, pred. in St. Charles, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587
"Hibbard, Rev. Elisha R. (VS)",-1945+,EpMeth,Palembang,1917-±1922,> Noord-China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588
"Hiebink Rooker, J., zdl (N)",1866-1943,NZG,"Tomohon, hoofd kweekschool",1890-1909,z.v. H. Rooker. Verlof 1909-10,~ 26-11-1891 Adriana Kruyt (1868-1954),,NZG,"Kuranga (Min), hoofd guru-opl., tevens admin. Zending id Min.",1910-1922,AK: d.v. J. Kruyt sr. ~ te Mojo­warno,,,,"NCel, administrateur Zending",1922-1930,IM NZblad 1943-8,,,,,,,,,,,,,,,,,,,,,,,,,589
"Hijkoop, Maarten Wl., diakon (N)",1885-1981,NZG,"Sonder (Min), dir. Zendingszh. ",1912-1922,Ref. Dagblad 17-2-1973,~ Utrecht 1915: Matthea Kromhout (1892-1962),,,"naar Sukabumi, 1923 > NL",,verlof: ?-1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590
"Hildering, ds. H.A.C. (N)",1898-1986,GKiHV/,"China, taalstudie > miss. pred. ",1930-1932,zie NZblad 1946-7,~ 1930 J.A. Punt † 1985,,NZG,"Surabaya (OJava), GKiHV+NZG",1932-1952,Verlof 1935-36 en 1947-48.,,,,Japanse internering,1942-1945,,,,,"Papua, wnd schoolbeheerder",1957-1958,> hoofd internaat Zhuis te Og,,,,,,,,,,,,,,,,,,,591
"Himmelmann, J.H., zdl(D)",-1841,RMG,Zuid-Kalimantan,1841,† na slechts enkele weken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592
"Hiorth, F.W. (GB?)",,LdH,Java,,,,,,,± 1914-1917,,~A.K. Hattlehold,,,Palu-dal,1917-1919,,,,,Bandung,1920-1942,leider opl.school LdH,,,,,,,,,,,,,,,,,,,593
"Hippenstiel, Ludwig, zdl (D)",1971-1945,RMG,Nias,1901-1908,,~ 1902 Anna E.D. Fügener † 1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594
"Hissink, Jac. Assuerus (N)",1880-1941,NZG,"Malang, admin. zh ""Soekoen""",1931-1936,† te Zeist,~ Hendrina Fonkert (1887-1966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595
"Hoefman, Roelf (N)",1900-1979,NZG,"Poso (MCel), hoofd Chr. HIS ",1931-1936,> Kabanjahe,~ 1930 El. Diederika Tollig (1904-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596
"Hoekendijk, C.J., zdl (N)",1873-1948,,Indramayu (WJava),1900-1903,"BLGNP IV, 202-3",~ 1899 Susanna Chr. van der Kris (1875-1941),,,Garut (WJava),1905-1916,1903-5 ziekteverlof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597
"Hoekendijk, zr. Marg. Louisa (N)",1902-1935,NZV,"Juntikebon (WJava), verpl.",1930-1933,d.v. J.A. Hoekendijk. Repatrieert om gezondheidsredenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598
"Hoeksema, Auktje, ond. (N)",1908-±2000,ZGKN-MJ,"onderwijzeres, > Zending",1939-1942/3,"Jong MJ 794, Woerdt 232-235",,,ZGKN,"Pwk en Klaten, verpl. Zzh",1949-1956,,,,ZGKN,"Magelang, > docente opl.school maatsch. werksters GKJ",1956-1970,,,,,Ambarawa,1973vv,,,,,,,,,,,,,,,,,,,,599
"Hoekstra, arts G.J. (N)",1907-1987,ZGKN,"Purbolinggo en Klaten, Zzh",1931-1939,de Jong MJ 777,~ 1935 G. Smilde † 1990,,,"Makassar, Zzh Labuang Badji",1946-1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600
"Hoefen/Höfen, Carl L.A., zdl (D)",1817-1890,RMG,"Zuid-Kalimantan, zdl.",1843-1890,verlof ±1857 en 1885-6,~ 1842/43 Clementine Neubauer † 10-2-1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601
"Hoezoo, Wessel, zdl (N)",1826-1896,NZG,Semarang (OJava),1850-1860,"Kruijf 541v, 554-563",~ (1) Semarang 2-5-1853: Anna Corn. Klerks † 1864,,,Mojowarno (OJava),1860-1864,,~ (2) 1866 Car. Geertr. Klerks † 16-8-1897,,,Semarang (OJava),1864-1896,nooit verlof naar Europa,,,,,,,,,,,,,,,,,,,,,,,,,602
"Hoffmann, Martha (D)",1899-1975,RMG,"NSumatra, Missionsschwester",1828-1939,~ 1930 W. Wagner (RMG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603
"Hoffmann, Wilhelm (D)",1868-1920,RMG ,Nias (Nako-eilanden),1897-1920,,~ (1) Martha Brinke(n) † 14-02-1909,,,,,,~ (2) Martha Conrad (?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604
"Hofman, zr. L. (N)",1902-,NZV,Purwakarta (WJava),1934-1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605
"Hofman, Ph.H.C., zdl (N)",1876/7-1919,NZG,Poso (MCelebes),1903-1910,IM MbladSZC 1919-6,~ 1903 J.M. Stolk † 1971,,,Poso (MCelebes),1911?-1913,1910-1911? ziekteverlof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606
"Hofmeister, Ernst Eduard (D)",,RMG,Zuid-Kalimantan,1852-1859,mei 1859 vermoord samen met,~ 1851 Emma Rau † Mei 1859,,,,,echtgenote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607
"Hogerwaard, T. zdl (N)",1908-1972,UZV,Papua,1934-1942,"> pred. Aruba, Canada",~ J. Lamme † 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608
"Holland, Ms. A.J. (VS)",,EpMeth,"Bogor, ond. Engelse School",±1919-1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609
"Hollander, zr. H.H.B. (N)",1907-2000,SZ,"Purwodadi, verpleegster Zzh",1937-1942,> taw. Jpg; ~ 1947 W. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610
"Holmberg, Ms. Hilda. C. (VS)",,EpMeth,"Bogor, ond. Engelse School",1915-±1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611
"Holtz, F.W., zdl. (D)",1799-1843,NZG,"Serwaru (Leti, ZW-Molukken)",1832-1842,"Kruijf 215, 682",~ (1) 1832 Frederika Rashorn,,,Saparua (Midden-Molukken),1842-1843,FR: verliet w.s. in 1834 Leti en ,~ (2) 1836 Sara Abel,,,,,haar echtgenoot,,,,,,,,,,,,,,,,,,,,,,,,,612
"Homan, M., ond. (N)",1899-1991,DZV,"Kudus e.a., onderwijzer",1932-1942,> 1945 naar NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613
"Hondius, mw. M.M., ond. (N)",1904-1964,STC,"Tahuna (Sangihe), HIS-Zd",1929-1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614
"Hooft, L.K. van 't, arts (N)",1884-1938,NZG,"Mojowarno (OJava), Zzh",1914-1915,eervol ontslag > part. arts,~ 1913 Anna Petronella Maria Boers (1884-?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615
